2021-07-28 12:55:27.927 [restartedMain] INFO  cuifua.ServiceHospApplication - The following profiles are active: dev
2021-08-04 20:57:15.921 [restartedMain] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2021-08-04 20:57:16.121 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-08-04 20:57:16.271 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'integrationChannelResolver' of type [org.springframework.integration.support.channel.BeanFactoryChannelResolver] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-08-04 20:57:16.276 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'integrationDisposableAutoCreatedBeans' of type [org.springframework.integration.config.annotation.Disposables] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-08-04 20:57:16.318 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-08-04 20:57:16.336 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration' of type [org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-08-04 20:57:16.356 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration' of type [org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-08-04 20:57:16.366 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mbeanServer' of type [com.sun.jmx.mbeanserver.JmxMBeanServer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-08-04 20:57:16.422 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-08-04 20:57:17.628 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8201 (http)
2021-08-04 20:57:17.653 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8201"]
2021-08-04 20:57:17.655 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-08-04 20:57:17.655 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.27]
2021-08-04 20:57:17.976 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-08-04 20:57:17.976 [restartedMain] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 7837 ms
2021-08-04 20:57:21.906 [restartedMain] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[8.142.35.1:27017], mode=MULTIPLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2021-08-04 20:57:21.907 [restartedMain] INFO  org.mongodb.driver.cluster - Adding discovered server 8.142.35.1:27017 to client view of cluster
2021-08-04 20:57:22.104 [cluster-ClusterId{value='610a8eb14d03a35858ac7093', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:577}] to 8.142.35.1:27017
2021-08-04 20:57:22.154 [cluster-ClusterId{value='610a8eb14d03a35858ac7093', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=8.142.35.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[5, 0, 1]}, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=43102500}
2021-08-04 20:57:22.157 [cluster-ClusterId{value='610a8eb14d03a35858ac7093', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Discovered cluster type of STANDALONE
2021-08-04 20:57:22.681 [restartedMain] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:578}] to 8.142.35.1:27017
2021-08-04 20:57:23.523 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-08-04 20:57:28.281 [restartedMain] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2021-08-04 20:57:28.598 [restartedMain] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-08-04 20:57:28.657 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-08-04 20:57:28.667 [restartedMain] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2021-08-04 20:57:28.847 [restartedMain] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-08-04 20:57:29.509 [restartedMain] INFO  o.s.c.f.c.catalog.BeanFactoryAwareFunctionRegistry - Looking up function 'null' with acceptedOutputTypes: []
2021-08-04 20:57:31.848 [restartedMain] INFO  o.s.c.stream.messaging.DirectWithAttributesChannel - Channel 'application-1.springCloudBusInput' has 1 subscriber(s).
2021-08-04 20:57:32.282 [restartedMain] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageChannel errorChannel
2021-08-04 20:57:32.657 [restartedMain] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageChannel springCloudBusOutput
2021-08-04 20:57:32.834 [restartedMain] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageChannel springCloudBusInput
2021-08-04 20:57:32.867 [restartedMain] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageChannel nullChannel
2021-08-04 20:57:32.921 [restartedMain] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageHandler org.springframework.cloud.stream.binding.StreamListenerMessageHandler@6e4aa813
2021-08-04 20:57:33.199 [restartedMain] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageHandler errorLogger
2021-08-04 20:57:33.282 [restartedMain] INFO  o.s.integration.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2021-08-04 20:57:33.282 [restartedMain] INFO  o.s.integration.channel.PublishSubscribeChannel - Channel 'application-1.errorChannel' has 1 subscriber(s).
2021-08-04 20:57:33.283 [restartedMain] INFO  o.s.integration.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2021-08-04 20:57:34.315 [restartedMain] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 20:57:34.523 [restartedMain] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#31984f2a:0/SimpleConnection@14204b3a [delegate=amqp://guest@8.142.35.1:5672/, localPort= 51726]
2021-08-04 20:57:34.817 [restartedMain] INFO  o.s.c.stream.messaging.DirectWithAttributesChannel - Channel 'application-1.springCloudBusOutput' has 1 subscriber(s).
2021-08-04 20:57:34.883 [restartedMain] INFO  o.s.c.s.b.r.p.RabbitExchangeQueueProvisioner - declaring queue for inbound: springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog, bound to: springCloudBus
2021-08-04 20:57:35.013 [restartedMain] INFO  o.s.cloud.stream.binder.BinderErrorChannel - Channel 'springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog.errors' has 1 subscriber(s).
2021-08-04 20:57:35.014 [restartedMain] INFO  o.s.cloud.stream.binder.BinderErrorChannel - Channel 'springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog.errors' has 2 subscriber(s).
2021-08-04 20:57:35.137 [restartedMain] INFO  o.s.i.amqp.inbound.AmqpInboundChannelAdapter - started bean 'inbound.springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog'
2021-08-04 20:57:35.140 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-08-04 20:57:35.175 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 2 custom documentation plugin(s)
2021-08-04 20:57:35.243 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-08-04 20:57:35.744 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-08-04 20:57:36.159 [restartedMain] INFO  o.s.integration.monitor.IntegrationMBeanExporter - Registering MessageChannel springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog.errors
2021-08-04 20:57:36.329 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8201"]
2021-08-04 20:57:36.402 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8201 (http) with context path ''
2021-08-04 20:57:36.412 [restartedMain] INFO  com.alibaba.nacos.client.naming - [BEAT] adding beat: {"cluster":"DEFAULT","ip":"192.168.31.163","metadata":{"preserved.register.source":"SPRING_CLOUD"},"period":5000,"port":8201,"scheduled":false,"serviceName":"DEFAULT_GROUP@@service-hosp","stopped":false,"weight":1.0} to beat map.
2021-08-04 20:57:36.569 [restartedMain] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] public registering service DEFAULT_GROUP@@service-hosp with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.31.163","ipDeleteTimeout":30000,"metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8201,"weight":1.0}
2021-08-04 20:57:36.589 [restartedMain] INFO  c.alibaba.nacos.client.identify.CredentialWatcher - null No credential found
2021-08-04 20:57:36.629 [restartedMain] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP service-hosp 192.168.31.163:8201 register finished
2021-08-04 20:57:37.030 [restartedMain] INFO  cuifua.ServiceHospApplication - Started ServiceHospApplication in 29.661 seconds (JVM running for 34.751)
2021-08-04 20:57:39.032 [RMI TCP Connection(12)-192.168.31.163] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-08-04 20:57:39.404 [RMI TCP Connection(12)-192.168.31.163] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-08-04 20:57:39.876 [boundedElastic-1] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2021-08-04 20:57:39.880 [boundedElastic-1] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2021-08-04 21:03:09.805 [http-nio-8201-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-08-04 21:03:09.805 [http-nio-8201-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-08-04 21:03:09.821 [http-nio-8201-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 15 ms
2021-08-04 21:03:14.771 [http-nio-8201-exec-2] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:579}] to 8.142.35.1:27017
2021-08-04 21:03:15.183 [http-nio-8201-exec-2] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: service-cmn.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-08-04 21:03:15.206 [http-nio-8201-exec-2] INFO  com.netflix.loadbalancer.BaseLoadBalancer - Client: service-cmn instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=service-cmn,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
2021-08-04 21:03:15.216 [http-nio-8201-exec-2] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - Using serverListUpdater PollingServerListUpdater
2021-08-04 21:03:15.240 [http-nio-8201-exec-2] INFO  com.alibaba.nacos.client.naming - new ips(1) service: DEFAULT_GROUP@@service-cmn -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"instanceId":"192.168.31.163#8202#DEFAULT#DEFAULT_GROUP@@service-cmn","ip":"192.168.31.163","ipDeleteTimeout":30000,"metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8202,"serviceName":"DEFAULT_GROUP@@service-cmn","weight":1.0}]
2021-08-04 21:03:15.248 [http-nio-8201-exec-2] INFO  com.alibaba.nacos.client.naming - current ips:(1) service: DEFAULT_GROUP@@service-cmn -> [{"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"instanceId":"192.168.31.163#8202#DEFAULT#DEFAULT_GROUP@@service-cmn","ip":"192.168.31.163","ipDeleteTimeout":30000,"metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8202,"serviceName":"DEFAULT_GROUP@@service-cmn","weight":1.0}]
2021-08-04 21:03:15.276 [http-nio-8201-exec-2] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: service-cmn.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-08-04 21:03:15.279 [http-nio-8201-exec-2] INFO  c.n.loadbalancer.DynamicServerListLoadBalancer - DynamicServerListLoadBalancer for client service-cmn initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=service-cmn,current list of Servers=[192.168.31.163:8202],Load balancer stats=Zone stats: {unknown=[Zone:unknown;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:192.168.31.163:8202;	Zone:UNKNOWN;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 08:00:00 CST 1970;	First connection made: Thu Jan 01 08:00:00 CST 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:com.alibaba.cloud.nacos.ribbon.NacosServerList@4ec51508
2021-08-04 21:03:16.234 [PollingServerListUpdater-0] INFO  com.netflix.config.ChainedDynamicProperty - Flipping property: service-cmn.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
2021-08-04 21:03:29.173 [http-nio-8201-exec-1] INFO  org.mongodb.driver.connection - Closed connection [connectionId{localValue:2, serverValue:578}] to 8.142.35.1:27017 because there was a socket exception raised by this connection.
2021-08-04 21:57:05.998 [cluster-ClusterId{value='610a8eb14d03a35858ac7093', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:582}] to 8.142.35.1:27017
2021-08-04 21:57:13.339 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-1] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@7ad6f986: tags=[[amq.ctag-0rjMmH44OvqFzCk-DWLXQA]], channel=Cached Rabbit Channel: AMQChannel(amqp://guest@8.142.35.1:5672/,1), conn: Proxy@679d79e5 Shared Rabbit Connection: SimpleConnection@14204b3a [delegate=amqp://guest@8.142.35.1:5672/, localPort= 51726], acknowledgeMode=AUTO local queue size=0
2021-08-04 21:57:13.339 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@423db2f4: tags=[[amq.ctag-Rbwe7s6VRUVdRdbKzAjIgA]], channel=Cached Rabbit Channel: AMQChannel(amqp://guest@8.142.35.1:5672/,2), conn: Proxy@679d79e5 Shared Rabbit Connection: SimpleConnection@14204b3a [delegate=amqp://guest@8.142.35.1:5672/, localPort= 51726], acknowledgeMode=AUTO local queue size=0
2021-08-04 21:57:13.350 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-2] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 21:57:13.490 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-2] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#31984f2a:1/SimpleConnection@1cce510f [delegate=amqp://guest@8.142.35.1:5672/, localPort= 61386]
2021-08-04 21:57:13.624 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-2] INFO  org.springframework.amqp.rabbit.core.RabbitAdmin - Auto-declaring a non-durable, auto-delete, or exclusive Queue (springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog) durable:false, auto-delete:true, exclusive:true. It will be redeclared if the broker stops and is restarted while the connection factory is alive, but all messages will be lost.
2021-08-04 22:08:10.575 [cluster-ClusterId{value='610a8eb14d03a35858ac7093', description='null'}-8.142.35.1:27017] INFO  org.mongodb.driver.cluster - Exception in monitor thread while connecting to server 8.142.35.1:27017
com.mongodb.MongoSocketOpenException: Exception opening socket
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:70)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:128)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitorRunnable.run(DefaultServerMonitor.java:131)
	at java.base/java.lang.Thread.run(Thread.java:834)
Caused by: java.net.NoRouteToHostException: No route to host: connect
	at java.base/java.net.PlainSocketImpl.waitForConnect(Native Method)
	at java.base/java.net.PlainSocketImpl.socketConnect(PlainSocketImpl.java:107)
	at java.base/java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:399)
	at java.base/java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:242)
	at java.base/java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:224)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:403)
	at java.base/java.net.Socket.connect(Socket.java:608)
	at com.mongodb.internal.connection.SocketStreamHelper.initialize(SocketStreamHelper.java:64)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:79)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:65)
	... 3 common frames omitted
2021-08-04 22:08:32.883 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@4c8a3fdd: tags=[[amq.ctag-HHZUBJjcd7uYNd82otjkXQ]], channel=Cached Rabbit Channel: AMQChannel(amqp://guest@8.142.35.1:5672/,2), conn: Proxy@679d79e5 Shared Rabbit Connection: SimpleConnection@1cce510f [delegate=amqp://guest@8.142.35.1:5672/, localPort= 61386], acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:32.883 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@58e473fa: tags=[[amq.ctag-u-GoQp81PTs4BxbEAfvCYg]], channel=Cached Rabbit Channel: AMQChannel(amqp://guest@8.142.35.1:5672/,1), conn: Proxy@679d79e5 Shared Rabbit Connection: SimpleConnection@1cce510f [delegate=amqp://guest@8.142.35.1:5672/, localPort= 61386], acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:32.887 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:32.905 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:32.910 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:38.078 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-3] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@2ccfdf9: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:38.080 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-3] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@f56608a: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:38.085 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:38.089 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:38.099 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:43.268 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@2e63a01e: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:43.274 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:43.280 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:43.289 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-4] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@6cd96e9: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:43.293 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-5] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:48.357 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-5] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@2ccb283c: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:48.360 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-5] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@7021e206: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:48.367 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-6] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:48.378 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-6] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:48.391 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-6] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:53.399 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-6] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@386294c3: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:53.401 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-7] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:53.590 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-6] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@15805c33: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:53.592 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-7] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:53.608 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-7] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:58.458 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-7] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@57c3be17: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:58.460 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:58.664 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-7] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@34cf755a: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:08:58.668 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:08:58.672 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-8] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:09:03.575 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-8] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@770a2a8b: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
2021-08-04 22:09:03.580 [springCloudBus.anonymous.b4sARSUxQ5adcGt7BARUog-9] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [8.142.35.1:5672]
2021-08-04 22:09:03.774 [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-8] INFO  o.s.a.r.listener.SimpleMessageListenerContainer - Restarting Consumer@e070d9b: tags=[[]], channel=null, acknowledgeMode=AUTO local queue size=0
